#-----------------------------------------------------
#              Re:sim Road Data File
#-----------------------------------------------------

Left-Hand Or Right-Hand ; LEFT
Path ; 487 , 374 , 322 , 10 , 60 , 70
Path ; 488 , 352 , 374 , 10 , 60 , 70
Path ; 489 , 352 , 353 , 10 , 60 , 70
Path ; 490 , 360 , 375 , 10 , 60 , 70
Path ; 491 , 361 , 360 , 10 , 60 , 70
Path ; 492 , 366 , 335 , 10 , 60 , 70
Path ; 493 , 366 , 367 , 10 , 60 , 70
Path ; 494 , 255 , 364 , 10 , 60 , 70
Path ; 495 , 256 , 365 , 10 , 60 , 70
Path ; 496 , 359 , 376 , 10 , 60 , 70
Path ; 497 , 375 , 260 , 10 , 60 , 70
Path ; 498 , 376 , 259 , 10 , 60 , 70
Path ; 499 , 377 , 378 , 10 , 60 , 70
Path ; 500 , 379 , 380 , 10 , 60 , 70
Path ; 501 , 381 , 382 , 10 , 60 , 70
Path ; 502 , 383 , 384 , 10 , 60 , 65
Path ; 503 , 383 , 385 , 10 , 60 , 65
Path ; 504 , 383 , 386 , 10 , 60 , 65
Path ; 505 , 383 , 387 , 10 , 60 , 65
Path ; 506 , 388 , 384 , 10 , 60 , 70
Path ; 507 , 389 , 385 , 10 , 60 , 70
Path ; 508 , 390 , 386 , 10 , 60 , 70
Path ; 509 , 391 , 387 , 10 , 60 , 70
Path ; 510 , 391 , 392 , 10 , 60 , 65
Path ; 511 , 384 , 341 , 10 , 60 , 70
Path ; 512 , 385 , 342 , 10 , 60 , 70
Path ; 513 , 386 , 343 , 10 , 60 , 70
Path ; 514 , 387 , 344 , 10 , 60 , 70
Path ; 518 , 392 , 393 , 10 , 30 , 30
Path ; 519 , 394 , 383 , 10 , 30 , 30
Path ; 520 , 378 , 395 , 10 , 60 , 70
Path ; 521 , 380 , 396 , 10 , 60 , 70
Path ; 522 , 382 , 397 , 10 , 60 , 70
Path ; 523 , 398 , 388 , 10 , 60 , 70
Path ; 524 , 399 , 389 , 10 , 60 , 70
Path ; 525 , 400 , 390 , 10 , 60 , 70
Path ; 526 , 401 , 391 , 10 , 60 , 70
Path ; 527 , 338 , 377 , 10 , 60 , 70
Path ; 528 , 339 , 379 , 10 , 60 , 70
Path ; 529 , 340 , 381 , 10 , 60 , 70
Path ; 530 , 393 , 293 , 10 , 30 , 30
Path ; 531 , 292 , 394 , 10 , 30 , 30
Path ; 532 , 402 , 403 , 10 , 40 , 45
Path ; 533 , 402 , 404 , 10 , 30 , 30
Path ; 534 , 402 , 405 , 10 , 60 , 65
Path ; 535 , 406 , 404 , 10 , 40 , 45
Path ; 536 , 406 , 405 , 10 , 40 , 45
Path ; 537 , 406 , 407 , 10 , 40 , 45
Path ; 538 , 408 , 405 , 10 , 40 , 45
Path ; 539 , 408 , 407 , 10 , 30 , 30
Path ; 540 , 408 , 403 , 10 , 40 , 45
Path ; 541 , 409 , 407 , 10 , 40 , 45
Path ; 542 , 409 , 403 , 10 , 40 , 45
Path ; 543 , 409 , 404 , 10 , 40 , 45
Path ; 544 , 407 , 410 , 10 , 30 , 30
Path ; 545 , 411 , 402 , 10 , 30 , 30
Path ; 546 , 403 , 412 , 10 , 40 , 45
Path ; 547 , 413 , 406 , 10 , 40 , 45
Path ; 548 , 404 , 414 , 10 , 30 , 30
Path ; 549 , 415 , 408 , 10 , 30 , 30
Path ; 550 , 405 , 416 , 10 , 40 , 45
Path ; 551 , 417 , 409 , 10 , 40 , 45
Path ; 552 , 414 , 291 , 10 , 30 , 30
Path ; 553 , 290 , 415 , 10 , 30 , 30
Path ; 554 , 416 , 305 , 10 , 40 , 45
Path ; 555 , 304 , 417 , 10 , 40 , 45
Path ; 556 , 418 , 419 , 10 , 40 , 45
Path ; 557 , 418 , 420 , 10 , 40 , 45
Path ; 558 , 421 , 420 , 10 , 40 , 45
Path ; 559 , 421 , 422 , 10 , 40 , 45
Path ; 560 , 423 , 422 , 10 , 40 , 45
Path ; 561 , 423 , 419 , 10 , 40 , 45
Path ; 562 , 422 , 413 , 10 , 40 , 45
Path ; 564 , 419 , 424 , 10 , 30 , 30
Path ; 565 , 425 , 421 , 10 , 30 , 30
Path ; 566 , 420 , 426 , 10 , 40 , 45
Path ; 569 , 412 , 418 , 10 , 40 , 45
Path ; 570 , 427 , 428 , 10 , 60 , 65
Path ; 571 , 429 , 430 , 10 , 60 , 70
Path ; 572 , 431 , 432 , 10 , 60 , 70
Path ; 573 , 433 , 434 , 10 , 60 , 70
Path ; 574 , 433 , 435 , 10 , 60 , 65
Path ; 575 , 436 , 430 , 10 , 60 , 65
Path ; 576 , 436 , 432 , 10 , 60 , 65
Path ; 577 , 436 , 434 , 10 , 60 , 65
Path ; 578 , 436 , 435 , 10 , 40 , 45
Path ; 579 , 436 , 437 , 10 , 60 , 65
Path ; 580 , 436 , 438 , 10 , 60 , 65
Path ; 581 , 436 , 439 , 10 , 60 , 65
Path ; 582 , 440 , 435 , 10 , 60 , 65
Path ; 583 , 441 , 437 , 10 , 60 , 70
Path ; 584 , 442 , 438 , 10 , 60 , 70
Path ; 585 , 443 , 439 , 10 , 60 , 70
Path ; 586 , 443 , 428 , 10 , 60 , 65
Path ; 587 , 426 , 437 , 10 , 60 , 65
Path ; 588 , 426 , 438 , 10 , 60 , 65
Path ; 589 , 426 , 439 , 10 , 60 , 65
Path ; 590 , 426 , 428 , 10 , 40 , 45
Path ; 591 , 426 , 430 , 10 , 60 , 65
Path ; 592 , 426 , 432 , 10 , 60 , 65
Path ; 593 , 426 , 434 , 10 , 60 , 65
Path ; 594 , 437 , 444 , 10 , 60 , 70
Path ; 595 , 438 , 445 , 10 , 60 , 70
Path ; 596 , 439 , 446 , 10 , 60 , 70
Path ; 597 , 447 , 427 , 10 , 60 , 70
Path ; 598 , 448 , 429 , 10 , 60 , 70
Path ; 599 , 449 , 448 , 10 , 60 , 70
Path ; 600 , 448 , 447 , 10 , 60 , 70
Path ; 601 , 450 , 431 , 10 , 60 , 70
Path ; 602 , 451 , 433 , 10 , 60 , 70
Path ; 603 , 428 , 452 , 10 , 40 , 45
Path ; 604 , 453 , 436 , 10 , 40 , 45
Path ; 605 , 430 , 454 , 10 , 60 , 70
Path ; 606 , 432 , 455 , 10 , 60 , 70
Path ; 607 , 434 , 456 , 10 , 60 , 70
Path ; 608 , 457 , 440 , 10 , 60 , 70
Path ; 609 , 395 , 441 , 10 , 60 , 70
Path ; 611 , 395 , 457 , 10 , 60 , 70
Path ; 612 , 458 , 442 , 10 , 60 , 70
Path ; 613 , 459 , 443 , 10 , 60 , 70
Path ; 614 , 435 , 423 , 10 , 40 , 45
Path ; 615 , 454 , 398 , 10 , 60 , 70
Path ; 619 , 396 , 458 , 10 , 60 , 70
Path ; 620 , 397 , 459 , 10 , 60 , 70
Path ; 621 , 454 , 399 , 10 , 60 , 70
Path ; 622 , 455 , 400 , 10 , 60 , 70
Path ; 623 , 456 , 401 , 10 , 60 , 70

#-----------------------------------------------------
# CrossPoint ; pathID , 
#       ( crossPathID, xcp, ycp, zcp, Dx, Dy, L) * nCP
#-----------------------------------------------------
CrossPoint ; 0 , 3 / -171.766 / -223.625 / 0 / -0.710283 / 0.703916 / 10.3282 , 4 / -168.003 / -226.549 / 0 / -0.954518 / 0.298154 / 5.57447 , 7 / -171.181 / -224.205 / 0 / -0.710283 / 0.703916 / 9.50436 , 9 / -166.789 / -227.143 / 0 / -0.988807 / 0.1492 / 4.26052
CrossPoint ; 1 , 4 / -168.32 / -230.853 / 0 / -0.999602 / -0.0282098 / 20.8971 , 6 / -172.393 / -230.962 / 0 / -0.99965 / -0.0264543 / 24.9718 , 9 / -170.012 / -230.899 / 0 / -0.99965 / -0.0264543 / 22.5902 , 10 / -174.748 / -231.009 / 0 / -0.999765 / -0.0216681 / 27.3267
CrossPoint ; 3 , 0 / -171.683 / -223.627 / 0 / -0.353781 / -0.935328 / 4.98962 , 6 / -176.029 / -228.595 / 0 / -0.778725 / -0.627366 / 11.6453 , 7 / -171.899 / -224.198 / 0 / -0.353781 / -0.935328 / 5.59991 , 10 / -174.748 / -227.745 / 0 / -0.663313 / -0.748342 / 10.1333
CrossPoint ; 4 , 0 / -167.991 / -226.412 / 0 / -0.0717845 / -0.99742 / 10.1091 , 1 / -168.324 / -230.852 / 0 / -0.0717845 / -0.99742 / 14.562 , 7 / -167.84 / -224.236 / 0 / -0.0585755 / -0.998283 / 7.92762 , 9 / -168.14 / -228.362 / 0 / -0.0766358 / -0.997059 / 12.0645
CrossPoint ; 6 , 1 / -172.39 / -230.955 / 0 / 0.733514 / -0.679674 / 10.123 , 3 / -176.024 / -228.466 / 0 / 0.959367 / -0.282162 / 5.72839 , 9 / -170.891 / -232.647 / 0 / 0.612531 / -0.790447 / 12.3835 , 10 / -174.748 / -229.164 / 0 / 0.907188 / -0.420724 / 7.16676
CrossPoint ; 7 , 0 / -171.172 / -224.204 / 0 / 0.999959 / -0.00910606 / 11.6558 , 3 / -172.045 / -224.196 / 0 / 0.999959 / -0.00910606 / 10.7835 , 4 / -167.844 / -224.236 / 0 / 0.999959 / -0.00910607 / 14.9841 , 10 / -174.748 / -224.172 / 0 / 0.999972 / -0.0074304 / 8.07986
CrossPoint ; 9 , 0 / -166.774 / -226.899 / 0 / 0.685453 / 0.728117 / 13.0951 , 1 / -170.123 / -230.9 / 0 / 0.426791 / 0.90435 / 7.87824 , 4 / -168.109 / -227.967 / 0 / 0.561089 / 0.827756 / 11.428 , 6 / -170.985 / -232.561 / 0 / 0.286789 / 0.957994 / 6.02003
CrossPoint ; 10 , 1 / -174.748 / -231.004 / 0 / -3.7289e-05 / 1 / 7.9194 , 3 / -174.748 / -227.525 / 0 / -7.20005e-05 / 1 / 11.3979 , 6 / -174.748 / -229.259 / 0 / -7.20005e-05 / 1 / 9.66357 , 7 / -174.748 / -224.173 / 0 / -7.20328e-05 / 1 / 14.7502
CrossPoint ; 29 , 30 / -170.194 / -108.654 / 0 / 0.800227 / 0.599697 / 8.11059 , 32 / -169.066 / -108.168 / 0 / 0.882268 / 0.470747 / 9.32249
CrossPoint ; 30 , 29 / -170.194 / -108.779 / 0 / -0.894435 / 0.447199 / 5.92592 , 32 / -169.063 / -109.344 / 0 / -0.894435 / 0.447199 / 4.6615
CrossPoint ; 32 , 29 / -169.066 / -108.257 / 0 / 0.00248943 / -0.999997 / 5.35225 , 30 / -169.063 / -109.339 / 0 / 0.00247247 / -0.999997 / 6.43411
CrossPoint ; 45 , 47 / -24.7966 / -220.891 / 0 / -0.734397 / 0.67872 / 14.0355 , 49 / -22.3581 / -222.886 / 0 / -0.839043 / 0.544065 / 10.8819
CrossPoint ; 47 , 45 / -24.6239 / -220.934 / 0 / -0.342799 / -0.939409 / 6.85619 , 49 / -25.9591 / -222.955 / 0 / -0.503996 / -0.863706 / 9.25307
CrossPoint ; 49 , 45 / -22.3522 / -222.884 / 0 / 0.99982 / 0.0189736 / 15.0744 , 47 / -26.1729 / -222.961 / 0 / 0.99982 / 0.0189736 / 11.2529
CrossPoint ; 62 , 64 / -26.265 / -108.813 / 0 / -0.802289 / -0.596936 / 7.6634 , 66 / -26.4317 / -108.937 / 0 / -0.802289 / -0.596936 / 7.87114
CrossPoint ; 64 , 62 / -26.227 / -108.755 / 0 / 0.888553 / -0.458775 / 4.51085 , 66 / -26.4231 / -108.653 / 0 / 0.888553 / -0.458775 / 4.29013
CrossPoint ; 66 , 62 / -26.4315 / -108.882 / 0 / 0.0285251 / 0.999593 / 6.32414 , 64 / -26.4267 / -108.711 / 0 / 0.0285251 / 0.999593 / 6.49467
CrossPoint ; 78 , 80 / -26.8135 / 33.6916 / 0 / -0.829815 / -0.558039 / 7.11883 , 82 / -26.4303 / 33.9493 / 0 / -0.829815 / -0.558039 / 6.65702
CrossPoint ; 80 , 78 / -26.7626 / 33.7729 / 0 / 0.861232 / -0.508212 / 5.10752 , 82 / -26.4206 / 33.3828 / 0 / 0.755939 / -0.654642 / 5.6096
CrossPoint ; 82 , 78 / -26.4307 / 33.961 / 0 / -0.017321 / 0.99985 / 9.58683 , 80 / -26.4203 / 33.3535 / 0 / -0.0179404 / 0.999839 / 8.97932
CrossPoint ; 92 , 94 / -166.08 / 33.3143 / 0 / 0.903606 / 0.428364 / 9.96992 , 96 / -168.448 / 31.9209 / 0 / 0.723294 / 0.69054 / 7.22492
CrossPoint ; 94 , 92 / -166.158 / 33.2667 / 0 / -0.891701 / 0.452625 / 8.37953 , 96 / -168.497 / 34.9312 / 0 / -0.808596 / 0.588365 / 11.2452
CrossPoint ; 96 , 92 / -168.446 / 31.8333 / 0 / 0.0154582 / -0.99988 / 14.5781 , 94 / -168.501 / 35.0904 / 0 / 0.0154582 / -0.99988 / 11.3206
CrossPoint ; 111 , 116 / -170.128 / 157.795 / 0 / -0.505173 / 0.863018 / 18.4086 , 117 / -170.051 / 157.662 / 0 / -0.505173 / 0.863018 / 18.2545 , 118 / -170.046 / 157.215 / 0 / -0.630756 / 0.775982 / 17.892 , 119 / -167.221 / 153.737 / 0 / -0.750117 / 0.661305 / 13.4225 , 124 / -166.808 / 153.373 / 0 / -0.750117 / 0.661305 / 12.8715 , 125 / -169.443 / 156.473 / 0 / -0.630756 / 0.775982 / 16.9366 , 126 / -171.037 / 159.348 / 0 / -0.505173 / 0.863018 / 20.2074 , 128 / -162.978 / 150.425 / 0 / -0.935148 / 0.354258 / 8.06267 , 129 / -164.793 / 151.647 / 0 / -0.854773 / 0.519002 / 10.2269 , 130 / -166.197 / 152.5 / 0 / -0.854773 / 0.519002 / 11.869
CrossPoint ; 112 , 117 / -178.577 / 145.587 / 0 / -0.999974 / -0.00725086 / 25.9609 , 118 / -175.729 / 145.608 / 0 / -0.99996 / -0.00895428 / 23.113 , 119 / -167.685 / 145.683 / 0 / -0.999959 / -0.00907909 / 15.0681 , 123 / -172.917 / 145.633 / 0 / -0.999954 / -0.00962112 / 20.3002 , 128 / -168.082 / 145.679 / 0 / -0.999959 / -0.00907909 / 15.465 , 129 / -169.024 / 145.67 / 0 / -0.999959 / -0.00907909 / 16.4071 , 130 / -169.52 / 145.666 / 0 / -0.999959 / -0.00907909 / 16.9031 , 131 / -173.625 / 145.626 / 0 / -0.999954 / -0.00962112 / 21.0088
CrossPoint ; 113 , 118 / -179.077 / 142.833 / 0 / -0.999974 / -0.00725086 / 26.4604 , 119 / -167.834 / 142.931 / 0 / -0.999959 / -0.00907909 / 15.2173 , 123 / -171.244 / 142.899 / 0 / -0.999954 / -0.00962112 / 18.6279 , 128 / -169.631 / 142.915 / 0 / -0.999959 / -0.00907909 / 17.0146 , 129 / -170.042 / 142.911 / 0 / -0.999959 / -0.00907909 / 17.4253 , 130 / -170.275 / 142.909 / 0 / -0.999959 / -0.00907909 / 17.6581 , 131 / -173.715 / 142.875 / 0 / -0.999954 / -0.00962112 / 21.0984 , 132 / -180.433 / 142.824 / 0 / -0.999974 / -0.00725086 / 27.8169
CrossPoint ; 114 , 119 / -167.965 / 140.18 / 0 / -0.999959 / -0.00907884 / 15.3482 , 123 / -170.081 / 140.161 / 0 / -0.999959 / -0.00907884 / 17.4642 , 128 / -170.532 / 140.157 / 0 / -0.999959 / -0.00907884 / 17.9153 , 129 / -170.656 / 140.154 / 0 / -0.999954 / -0.00962085 / 18.0395 , 130 / -170.745 / 140.154 / 0 / -0.999954 / -0.00962085 / 18.1285 , 131 / -173.792 / 140.124 / 0 / -0.999954 / -0.00962085 / 21.1759 , 132 / -177.655 / 140.094 / 0 / -0.999974 / -0.00725066 / 25.0387 , 133 / -179.791 / 140.078 / 0 / -0.999974 / -0.00725066 / 27.1743
CrossPoint ; 116 , 111 / -170.061 / 157.729 / 0 / -0.183108 / -0.983093 / 3.60425 , 123 / -176.537 / 148.927 / 0 / -0.792447 / -0.609941 / 14.7534 , 124 / -171.964 / 153.469 / 0 / -0.536296 / -0.84403 / 8.27806 , 125 / -170.297 / 156.465 / 0 / -0.183108 / -0.983093 / 4.88987 , 126 / -169.654 / 159.383 / 0 / 0.000116305 / -1 / 1.92444 , 131 / -173.406 / 151.63 / 0 / -0.679916 / -0.73329 / 10.6133
CrossPoint ; 117 , 111 / -169.654 / 157.051 / 0 / 0.000116305 / -1 / 4.25598 , 112 / -178.391 / 145.59 / 0 / -0.819458 / -0.57314 / 18.7671 , 123 / -175.22 / 148.078 / 0 / -0.718111 / -0.695929 / 14.7344 , 124 / -171.239 / 153.455 / 0 / -0.311145 / -0.950363 / 8.04854 , 125 / -170.183 / 156.466 / 0 / -0.156256 / -0.987717 / 4.87347 , 126 / -169.654 / 159.383 / 0 / 0.000116305 / -1 / 1.92444 , 131 / -173.464 / 150.027 / 0 / -0.596997 / -0.802243 / 12.112 , 132 / -181.917 / 143.819 / 0 / -0.898818 / -0.438323 / 22.7068
CrossPoint ; 118 , 111 / -169.654 / 157.051 / 0 / 0.000116305 / -1 / 4.25598 , 112 / -175.6 / 145.61 / 0 / -0.646327 / -0.76306 / 17.1611 , 113 / -178.748 / 142.837 / 0 / -0.76267 / -0.646787 / 21.3515 , 123 / -174.215 / 147.089 / 0 / -0.521286 / -0.853382 / 15.1554 , 124 / -170.911 / 153.449 / 0 / -0.263092 / -0.964771 / 7.98278 , 125 / -170.086 / 156.467 / 0 / -0.132516 / -0.991181 / 4.8617 , 126 / -169.654 / 159.383 / 0 / 0.000116305 / -1 / 1.92444 , 131 / -173.531 / 148.209 / 0 / -0.521286 / -0.853382 / 13.8423 , 132 / -179.55 / 142.157 / 0 / -0.76267 / -0.646787 / 22.4033 , 133 / -181.72 / 141.218 / 0 / -0.862801 / -0.505544 / 24.7133
CrossPoint ; 119 , 111 / -167.203 / 153.899 / 0 / -0.0462204 / -0.998931 / 13.9978 , 112 / -167.688 / 145.682 / 0 / -0.0603276 / -0.998179 / 22.2289 , 113 / -167.843 / 142.931 / 0 / -0.0565444 / -0.9984 / 24.9847 , 114 / -167.972 / 140.18 / 0 / -0.0462204 / -0.998931 / 27.7389 , 124 / -167.227 / 153.381 / 0 / -0.0462204 / -0.998931 / 14.5168 , 125 / -167.067 / 156.497 / 0 / -0.0317812 / -0.999495 / 11.3972 , 126 / -166.973 / 159.451 / 0 / -0.0317812 / -0.999495 / 8.4418 , 128 / -167.651 / 146.306 / 0 / -0.0603276 / -0.998179 / 21.6047 , 129 / -167.514 / 148.412 / 0 / -0.0565444 / -0.9984 / 19.4935 , 130 / -167.394 / 150.534 / 0 / -0.0565444 / -0.9984 / 17.3684
CrossPoint ; 120 , 125 / -161.883 / 156.538 / 0 / 0.688308 / -0.725418 / 12.7383 , 126 / -164.534 / 159.505 / 0 / 0.429706 / -0.902969 / 8.78469 , 129 / -159.813 / 155.017 / 0 / 0.796874 / -0.604146 / 15.2963 , 130 / -162.015 / 156.678 / 0 / 0.688308 / -0.725418 / 12.5462
CrossPoint ; 121 , 126 / -162.751 / 159.541 / 0 / 0.697635 / -0.716453 / 9.59374 , 130 / -159.809 / 157.959 / 0 / 0.887329 / -0.461137 / 12.9033
CrossPoint ; 123 , 112 / -172.858 / 145.634 / 0 / 0.627981 / -0.778229 / 11.5955 , 113 / -171.174 / 142.9 / 0 / 0.48704 / -0.87338 / 14.8053 , 114 / -170.028 / 140.16 / 0 / 0.363207 / -0.931708 / 17.7717 , 116 / -176.53 / 149.058 / 0 / 0.897922 / -0.440155 / 6.56632 , 117 / -175.009 / 148.312 / 0 / 0.897922 / -0.440155 / 8.26117 , 118 / -174.267 / 147.311 / 0 / 0.773368 / -0.633957 / 9.41554 , 128 / -170.249 / 141.241 / 0 / 0.48704 / -0.87338 / 16.7047 , 129 / -170.379 / 141.475 / 0 / 0.48704 / -0.87338 / 16.4369 , 130 / -170.487 / 141.667 / 0 / 0.48704 / -0.87338 / 16.2164 , 131 / -173.584 / 146.751 / 0 / 0.773368 / -0.633957 / 10.2989
CrossPoint ; 124 , 111 / -166.697 / 153.371 / 0 / 0.999842 / -0.0177734 / 20.3339 , 116 / -171.991 / 153.47 / 0 / 0.999842 / -0.0177734 / 15.0388 , 117 / -171.423 / 153.46 / 0 / 0.999842 / -0.0177734 / 15.6066 , 118 / -171.02 / 153.453 / 0 / 0.999842 / -0.0177734 / 16.0105 , 119 / -167.24 / 153.38 / 0 / 0.99982 / -0.0189658 / 19.7909 , 129 / -162.802 / 153.309 / 0 / 0.999894 / -0.0145242 / 24.2295 , 130 / -165.475 / 153.349 / 0 / 0.999842 / -0.0177734 / 21.556 , 131 / -173.34 / 153.499 / 0 / 0.999894 / -0.0145242 / 13.6893
CrossPoint ; 125 , 111 / -169.256 / 156.475 / 0 / 0.99995 / 0.0100357 / 17.7729 , 116 / -170.511 / 156.462 / 0 / 0.999956 / 0.0094047 / 16.5176 , 117 / -170.339 / 156.463 / 0 / 0.999956 / 0.0094047 / 16.689 , 118 / -170.198 / 156.465 / 0 / 0.999956 / 0.0094047 / 16.8306 , 119 / -167.089 / 156.497 / 0 / 0.99995 / 0.0100357 / 19.9394 , 120 / -161.721 / 156.541 / 0 / 0.99997 / 0.00768519 / 25.3077 , 130 / -162.185 / 156.538 / 0 / 0.99997 / 0.00768519 / 24.8438 , 131 / -173.246 / 156.433 / 0 / 0.99997 / 0.00768521 / 13.7821
CrossPoint ; 126 , 111 / -170.86 / 159.35 / 0 / 0.999706 / 0.0242602 / 16.169 , 116 / -169.829 / 159.378 / 0 / 0.999665 / 0.0258874 / 17.2001 , 117 / -169.805 / 159.379 / 0 / 0.999665 / 0.0258874 / 17.2247 , 118 / -169.783 / 159.379 / 0 / 0.999665 / 0.0258874 / 17.2469 , 119 / -166.973 / 159.452 / 0 / 0.999665 / 0.0258874 / 20.0572 , 120 / -164.368 / 159.514 / 0 / 0.999706 / 0.0242602 / 22.6629 , 121 / -162.524 / 159.548 / 0 / 0.999803 / 0.0198257 / 24.5071 , 131 / -173.175 / 159.286 / 0 / 0.999803 / 0.0198257 / 13.8529
CrossPoint ; 128 , 111 / -162.822 / 150.557 / 0 / 0.845754 / 0.533573 / 16.8935 , 112 / -168.23 / 145.677 / 0 / 0.493984 / 0.869471 / 9.58056 , 113 / -169.725 / 142.913 / 0 / 0.335854 / 0.941914 / 6.44339 , 114 / -170.603 / 140.155 / 0 / 0.168339 / 0.985729 / 3.55197 , 119 / -167.622 / 146.748 / 0 / 0.493984 / 0.869471 / 10.8123 , 123 / -170.432 / 141.16 / 0 / 0.168339 / 0.985729 / 4.5712
CrossPoint ; 129 , 111 / -164.816 / 151.803 / 0 / 0.661034 / 0.750356 / 16.7866 , 112 / -169.036 / 145.67 / 0 / 0.405926 / 0.913906 / 9.31153 , 113 / -170.061 / 142.91 / 0 / 0.272514 / 0.962152 / 6.36791 , 114 / -170.69 / 140.154 / 0 / 0.137285 / 0.990532 / 3.542 , 119 / -167.522 / 148.436 / 0 / 0.536434 / 0.843943 / 12.4647 , 120 / -159.811 / 155.18 / 0 / 0.870488 / 0.49219 / 22.8229 , 123 / -170.524 / 141.357 / 0 / 0.137285 / 0.990532 / 4.7561 , 124 / -162.947 / 153.312 / 0 / 0.774586 / 0.632468 / 19.1772
CrossPoint ; 130 , 111 / -166.047 / 152.71 / 0 / 0.582795 / 0.812619 / 17.083 , 112 / -169.667 / 145.664 / 0 / 0.223569 / 0.974688 / 9.15463 , 113 / -170.444 / 142.906 / 0 / 0.112718 / 0.993627 / 6.30674 , 114 / -170.756 / 140.153 / 0 / 0.112718 / 0.993627 / 3.53615 , 119 / -167.388 / 150.705 / 0 / 0.456919 / 0.889508 / 14.6748 , 120 / -162.135 / 156.912 / 0 / 0.710254 / 0.703946 / 22.8273 , 121 / -159.967 / 158.108 / 0 / 0.828592 / 0.559852 / 25.2583 , 123 / -170.601 / 141.521 / 0 / 0.112718 / 0.993627 / 4.91279 , 124 / -165.586 / 153.353 / 0 / 0.582795 / 0.812619 / 17.8739 , 125 / -162.516 / 156.534 / 0 / 0.710254 / 0.703946 / 22.2907
CrossPoint ; 131 , 112 / -173.626 / 145.627 / 0 / 0.0350255 / 0.999386 / 16.8304 , 113 / -173.72 / 142.876 / 0 / 0.0286619 / 0.999589 / 14.0779 , 114 / -173.804 / 140.125 / 0 / 0.019766 / 0.999805 / 11.3259 , 116 / -173.403 / 151.644 / 0 / 0.0373584 / 0.999302 / 22.8516 , 117 / -173.462 / 150.073 / 0 / 0.0373584 / 0.999302 / 21.2802 , 118 / -173.531 / 148.333 / 0 / 0.0350255 / 0.999386 / 19.5381 , 123 / -173.596 / 146.461 / 0 / 0.0350255 / 0.999386 / 17.6652 , 124 / -173.338 / 153.494 / 0 / 0.0350255 / 0.999386 / 24.7027 , 125 / -173.235 / 156.436 / 0 / 0.0350255 / 0.999386 / 27.6471 , 126 / -173.163 / 159.294 / 0 / 0.0286618 / 0.999589 / 30.5058
CrossPoint ; 132 , 113 / -180.307 / 142.828 / 0 / -0.754624 / 0.656158 / 15.9181 , 114 / -177.481 / 140.095 / 0 / -0.509638 / 0.860389 / 12.0069 , 117 / -182.059 / 143.944 / 0 / -0.858008 / 0.513636 / 17.9902 , 118 / -179.572 / 142.482 / 0 / -0.635693 / 0.771942 / 15.1633
CrossPoint ; 133 , 114 / -179.561 / 140.082 / 0 / -0.728616 / 0.684922 / 13.0375 , 118 / -181.765 / 141.437 / 0 / -0.828057 / 0.560644 / 15.6056
CrossPoint ; 169 , 173 / -31.2051 / 143.432 / 0 / -0.583896 / 0.811828 / 12.0774 , 174 / -29.0461 / 140.235 / 0 / -0.335916 / 0.941892 / 8.23697
CrossPoint ; 170 , 174 / -30.2714 / 140.227 / 0 / -0.653956 / 0.756533 / 8.69878
CrossPoint ; 173 , 169 / -31.3593 / 143.428 / 0 / -0.999952 / -0.00981956 / 19.6946
CrossPoint ; 174 , 169 / -29.1715 / 140.233 / 0 / -0.999968 / -0.00802398 / 17.5314 , 170 / -30.2909 / 140.224 / 0 / -0.999968 / -0.00802398 / 18.6509
CrossPoint ; 195 , 198 / -436.761 / -225.997 / 0 / -0.753035 / 0.657981 / 10.9731 , 199 / -434.82 / -227.684 / 0 / -0.847024 / 0.531554 / 8.40677 , 202 / -435.567 / -227.04 / 0 / -0.753035 / 0.657981 / 9.38801 , 204 / -433.403 / -228.595 / 0 / -0.916459 / 0.400128 / 6.72858
CrossPoint ; 196 , 199 / -435.407 / -232.822 / 0 / -0.982445 / 0.186555 / 6.14594 , 201 / -437.905 / -232.247 / 0 / -0.973128 / 0.230263 / 8.7088 , 204 / -437.686 / -232.298 / 0 / -0.973128 / 0.230263 / 8.48442 , 205 / -439.613 / -231.793 / 0 / -0.9684 / 0.249403 / 10.4761
CrossPoint ; 198 , 195 / -436.59 / -225.982 / 0 / -0.491473 / -0.870893 / 7.28542 , 201 / -440.62 / -229.246 / 0 / -0.848287 / -0.529536 / 12.4663 , 202 / -437.601 / -227.06 / 0 / -0.632778 / -0.774333 / 8.74452 , 205 / -439.411 / -228.609 / 0 / -0.752551 / -0.658534 / 11.1178
CrossPoint ; 199 , 195 / -434.811 / -227.604 / 0 / -0.0973906 / -0.995246 / 8.48433 , 196 / -435.407 / -232.811 / 0 / -0.119276 / -0.992861 / 13.7248 , 202 / -434.745 / -227.029 / 0 / -0.0750558 / -0.997179 / 7.90591 , 204 / -435.027 / -229.618 / 0 / -0.112932 / -0.993603 / 10.509
CrossPoint ; 201 , 196 / -437.703 / -232.281 / 0 / 0.641194 / -0.767379 / 11.2173 , 198 / -440.586 / -229.139 / 0 / 0.856245 / -0.51657 / 6.96414 , 204 / -437.687 / -232.299 / 0 / 0.641194 / -0.767379 / 11.2416 , 205 / -439.501 / -230.145 / 0 / 0.758636 / -0.651515 / 8.4308
